Employee_ID,Employee_Country,Employee_Name,Employee_Gender,Job,Manager_Hierarchy,employee_birthdate,employee_hire_date,employee_term_date,salary
120673,AU,Pearl Santomaggio,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Shipping Agent II""}]","[{""level"":1,""id"":""120672""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",27JUN1961,01JAN1991,.,"$43,122 "
120677,US,Suad Sochacki,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Export Stock""},{""level"":5,""id"":""Shipping Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",02SEP1986,01FEB2010,.,"$78,666 "
120678,US,Lucretta Octetree,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Export Stock""},{""level"":5,""id"":""Shipping Agent III""}]","[{""level"":1,""id"":""120677""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",12JAN1966,01MAY1995,31AUG2020,"$48,042 "
120679,US,Chrisy Cutucache,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Shipping Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",07NOV1993,01JUL2019,.,"$55,428 "
120680,US,Raymondria Desaulniers,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Shipping Agent I""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",25AUG1986,01MAY2008,.,"$32,754 "
120681,US,Elery Tolbet,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Shipping Agent II""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",12AUG1996,01APR2021,.,"$37,140 "
120682,US,Barbara Kennedy,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Shipping Agent I""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",20DEC1986,01APR2013,.,"$32,112 "
120683,US,Deven Kochneff,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Shipping Agent III""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",12NOV1971,01JAN1991,28FEB2020,"$43,578 "
120684,US,Suzon Woyach,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Warehouse Assistant I""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",26NOV2003,01NOV2023,.,"$32,352 "
120685,US,Anita Howard,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Warehouse Assistant I""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",01MAR2001,01NOV2023,.,"$30,156 "
120686,US,Berether Tucker,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Warehouse Assistant II""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",07MAY1961,01JAN1991,.,"$32,028 "
120687,US,Freda Dannin,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Warehouse Assistant I""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",25MAY1996,01AUG2021,31JAN2022,"$32,160 "
120688,US,Lisa Carcaterra,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Warehouse Assistant I""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",25DEC1966,01JAN1991,31AUG2019,"$31,086 "
120689,US,Katherine Pongor,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Warehouse Assistant III""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",20JUL1996,01JUL2023,.,"$33,336 "
120690,US,Taronda Langston,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Warehouse Assistant I""}]","[{""level"":1,""id"":""120679""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",17JAN2001,01DEC2021,.,"$30,222 "
120691,AU,S\u00e8k Habres,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Shipping Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",15SEP1961,01JAN1991,.,"$59,088 "
120692,AU,Rit Tregonning,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Shipping Agent II""}]","[{""level"":1,""id"":""120691""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",22NOV1971,01APR1999,.,"$38,982 "
120693,AU,Diaz Tellam,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Shipping Agent I""}]","[{""level"":1,""id"":""120691""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",02MAY1976,01JUN1996,.,"$31,950 "
120694,AU,Sharon Leazer,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Warehouse Assistant I""}]","[{""level"":1,""id"":""120691""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",16AUG2005,01APR2023,.,"$32,838 "
120695,AU,Trent Moffat,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Warehouse Assistant II""}]","[{""level"":1,""id"":""120691""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",13JUL1981,01JUL2006,31JUL2023,"$33,816 "
120696,AU,Peter Pettolino,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Warehouse Assistant I""}]","[{""level"":1,""id"":""120691""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",14AUG1971,01MAR1991,31MAR2023,"$31,938 "
120697,AU,Madelaine Fouche,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Warehouse Assistant IV""}]","[{""level"":1,""id"":""120691""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",27JUN2005,01JUN2023,.,"$35,550 "
120698,AU,Geoff Kistanna,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Warehouse Assistant I""}]","[{""level"":1,""id"":""120691""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",17MAY1971,01AUG1993,28FEB2022,"$31,392 "
120710,US,Timothy Baltzell,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""CRM""},{""level"":4,""id"":""CRM""},{""level"":5,""id"":""Business Analyst II""}]","[{""level"":1,""id"":""120719""},{""level"":2,""id"":""120260""},{""level"":3,""id"":""120259""}]",24NOV1991,01JAN2015,.,"$65,808 "
120711,US,Gloria Drew,F,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""CRM""},{""level"":4,""id"":""CRM""},{""level"":5,""id"":""Business Analyst III""}]","[{""level"":1,""id"":""120719""},{""level"":2,""id"":""120260""},{""level"":3,""id"":""120259""}]",28MAY1986,01MAR2011,.,"$70,956 "
120712,US,Elisabeth Motashaw,F,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""DotCom & Catalog""},{""level"":4,""id"":""Catalog""},{""level"":5,""id"":""Marketing Manager""}]","[{""level"":1,""id"":""120719""},{""level"":2,""id"":""120260""},{""level"":3,""id"":""120259""}]",12JUN1966,01JAN1991,.,"$76,368 "
120713,US,Carston Campbell,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""DotCom & Catalog""},{""level"":4,""id"":""Catalog""},{""level"":5,""id"":""Marketing Assistant III""}]","[{""level"":1,""id"":""120712""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",23FEB1961,01JAN1991,.,"$37,956 "
120714,US,Robert Dinley,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""DotCom & Catalog""},{""level"":4,""id"":""DotCom""},{""level"":5,""id"":""Marketing Manager""}]","[{""level"":1,""id"":""120719""},{""level"":2,""id"":""120260""},{""level"":3,""id"":""120259""}]",04APR1993,01SEP2015,.,"$75,150 "
120715,US,Angelia Neal,F,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""DotCom & Catalog""},{""level"":4,""id"":""DotCom""},{""level"":5,""id"":""Marketing Assistant II""}]","[{""level"":1,""id"":""120714""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",12JUN1996,01FEB2022,.,"$34,242 "
120716,US,Kenneth Juif,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Events & PR""},{""level"":4,""id"":""Events & PR""},{""level"":5,""id"":""Events Manager""}]","[{""level"":1,""id"":""120719""},{""level"":2,""id"":""120260""},{""level"":3,""id"":""120259""}]",24JUL1991,01AUG2010,.,"$63,618 "
120717,US,Jon Sleva,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Events & PR""},{""level"":4,""id"":""Events & PR""},{""level"":5,""id"":""Marketing Assistant II""}]","[{""level"":1,""id"":""120716""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",09JAN1971,01AUG1998,.,"$36,186 "
120718,US,Charles Hennington,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Events & PR""},{""level"":4,""id"":""Events & PR""},{""level"":5,""id"":""Marketing Assistant II""}]","[{""level"":1,""id"":""120716""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",08JUL1981,01MAY2007,.,"$35,028 "
120719,US,Roya Ridley,F,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Marketing""},{""level"":4,""id"":""Marketing""},{""level"":5,""id"":""Senior Marketing Manager""}]","[{""level"":1,""id"":""120260""},{""level"":2,""id"":""120259""}]",22JAN1986,01FEB2013,.,"$104,904 "
120720,US,John Spingola,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Marketing""},{""level"":4,""id"":""Marketing""},{""level"":5,""id"":""Corp. Comm. Manager""}]","[{""level"":1,""id"":""120719""},{""level"":2,""id"":""120260""},{""level"":3,""id"":""120259""}]",07MAY1981,01APR2009,.,"$55,896 "
120721,US,Dlutomi Knust,F,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Marketing""},{""level"":4,""id"":""Marketing""},{""level"":5,""id"":""Marketing Assistant II""}]","[{""level"":1,""id"":""120720""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",21OCT1961,01JAN1991,.,"$35,844 "
120722,US,Ishmar Sheffield,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Marketing""},{""level"":4,""id"":""Marketing""},{""level"":5,""id"":""Corp. Comm. Specialist I""}]","[{""level"":1,""id"":""120720""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",22SEP1976,01OCT2002,.,"$38,952 "
120723,US,Deanna Olsen,F,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Marketing""},{""level"":4,""id"":""Marketing""},{""level"":5,""id"":""Corp. Comm. Specialist II""}]","[{""level"":1,""id"":""120720""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",10AUG1966,01JAN1991,.,"$40,740 "
120724,US,Hampie Brown,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Organization""},{""level"":4,""id"":""Organization""},{""level"":5,""id"":""Marketing Manager""}]","[{""level"":1,""id"":""120719""},{""level"":2,""id"":""120260""},{""level"":3,""id"":""120259""}]",27JAN1981,01APR2009,.,"$76,446 "
120725,US,Robert Whitlock,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Organization""},{""level"":4,""id"":""Organization""},{""level"":5,""id"":""Marketing Assistant II""}]","[{""level"":1,""id"":""120724""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",24OCT1996,01JUN2021,31DEC2021,"$35,964 "
120726,US,Lutezenia Obermeyer,F,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Orion Club Member Service""},{""level"":4,""id"":""Orion Club Member Service""},{""level"":5,""id"":""Marketing Assistant I""}]","[{""level"":1,""id"":""120724""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",01JUL2005,01SEP2023,.,"$32,856 "
120727,US,Donald Marples,M,"[{""level"":1,""id"":""Marketing""},{""level"":2,""id"":""Marketing""},{""level"":3,""id"":""Orion Club Member Service""},{""level"":4,""id"":""Orion Club Member Service""},{""level"":5,""id"":""Marketing Assistant IV""}]","[{""level"":1,""id"":""120724""},{""level"":2,""id"":""120719""},{""level"":3,""id"":""120260""},{""level"":4,""id"":""120259""}]",25JUN1981,01JUN2003,.,"$41,910 "
120728,US,Kathryn Borge,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Children's Sports""},{""level"":4,""id"":""Children's Sports""},{""level"":5,""id"":""Purchasing Agent II""}]","[{""level"":1,""id"":""120735""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",04DEC1971,01JAN1999,.,"$42,084 "
120729,US,Kimberly Howell,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Children's Sports""},{""level"":4,""id"":""Children's Sports""},{""level"":5,""id"":""Purchasing Agent I""}]","[{""level"":1,""id"":""120735""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",03APR2005,25APR2020,23SEP2022,"$37,794 "
120730,US,Woodson Burt,M,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Children's Sports""},{""level"":4,""id"":""Children's Sports""},{""level"":5,""id"":""Purchasing Agent I""}]","[{""level"":1,""id"":""120735""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",16DEC1981,01OCT2005,.,"$36,234 "
120731,US,Robert Lerew,M,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Children's Sports""},{""level"":4,""id"":""Children's Sports""},{""level"":5,""id"":""Purchasing Agent II""}]","[{""level"":1,""id"":""120735""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",15MAR1976,01SEP2000,.,"$40,980 "
120732,US,Kent Uenking,M,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""Purchasing Agent III""}]","[{""level"":1,""id"":""120736""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",14AUG1966,01JAN1991,.,"$43,044 "
120733,US,Michael Bezinque,M,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""Purchasing Agent I""}]","[{""level"":1,""id"":""120736""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",03APR1981,01NOV2007,.,"$38,112 "
120734,US,Svein Saylor,M,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Outdoors""},{""level"":4,""id"":""Outdoors""},{""level"":5,""id"":""Purchasing Agent III""}]","[{""level"":1,""id"":""120736""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",26APR1996,01MAR2023,.,"$41,124 "
120735,US,Brenda Bilobran,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Purchasing Management""},{""level"":4,""id"":""Team Administration""},{""level"":5,""id"":""Purchasing Manager""}]","[{""level"":1,""id"":""120261""},{""level"":2,""id"":""120259""}]",13JUN1971,01MAY1995,.,"$74,382 "
120736,US,Parie Kiemle,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Purchasing Management""},{""level"":4,""id"":""Team Administration""},{""level"":5,""id"":""Purchasing Manager""}]","[{""level"":1,""id"":""120261""},{""level"":2,""id"":""120259""}]",27NOV1981,01OCT2008,.,"$76,782 "
120737,US,Brenner Toner,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Purchasing Management""},{""level"":4,""id"":""Team Administration""},{""level"":5,""id"":""Purchasing Manager""}]","[{""level"":1,""id"":""120261""},{""level"":2,""id"":""120259""}]",28MAR1976,01NOV2005,.,"$76,326 "
120738,US,Huilun Swaiti,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Sports""},{""level"":4,""id"":""Sports""},{""level"":5,""id"":""Purchasing Agent I""}]","[{""level"":1,""id"":""120737""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",06JUL1966,01JAN1991,.,"$36,030 "
120739,US,Bryon Cooper,M,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Sports""},{""level"":4,""id"":""Sports""},{""level"":5,""id"":""Purchasing Agent III""}]","[{""level"":1,""id"":""120737""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",07AUG2003,01MAY2023,.,"$44,364 "
120740,US,Lisa Koonce,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Sports""},{""level"":4,""id"":""Sports""},{""level"":5,""id"":""Purchasing Agent II""}]","[{""level"":1,""id"":""120737""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",19OCT1966,01JAN1991,31AUG2020,"$42,132 "
120741,US,Keisha Court,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Sports""},{""level"":4,""id"":""Sports""},{""level"":5,""id"":""Purchasing Agent III""}]","[{""level"":1,""id"":""120737""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",28NOV1961,01JAN1991,.,"$43,638 "
120742,US,Ronald Shewitz,M,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Sports""},{""level"":4,""id"":""Sports""},{""level"":5,""id"":""Purchasing Agent I""}]","[{""level"":1,""id"":""120737""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",04FEB1961,01JAN1991,.,"$37,224 "
120743,US,Chimena Harrison,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Sports""},{""level"":4,""id"":""Sports""},{""level"":5,""id"":""Purchasing Agent II""}]","[{""level"":1,""id"":""120737""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",01FEB1986,01JUN2014,.,"$41,544 "
120744,US,Alden Feigenbaum,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Sports""},{""level"":4,""id"":""Sports""},{""level"":5,""id"":""Purchasing Agent II""}]","[{""level"":1,""id"":""120737""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",19JUN2005,01JUL2021,30OCT2022,"$40,188 "
120745,US,Barbara Harvill,F,"[{""level"":1,""id"":""Purchasing""},{""level"":2,""id"":""Purchasing""},{""level"":3,""id"":""Sports""},{""level"":4,""id"":""Sports""},{""level"":5,""id"":""Purchasing Agent I""}]","[{""level"":1,""id"":""120737""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",05JUL2003,01JUN2023,.,"$37,638 "
120746,US,Kevie Kimmerle,M,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Accounts Center""},{""level"":4,""id"":""Accounting & Budgeting""},{""level"":5,""id"":""Account Manager""}]","[{""level"":1,""id"":""120262""},{""level"":2,""id"":""120259""}]",10OCT1991,01APR2019,.,"$55,308 "
120747,US,Zashia Farthing,F,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Accounts Center""},{""level"":4,""id"":""Accounting & Budgeting""},{""level"":5,""id"":""Financial Controller I""}]","[{""level"":1,""id"":""120746""},{""level"":2,""id"":""120262""},{""level"":3,""id"":""120259""}]",20JUN1991,01AUG2012,.,"$52,308 "
120748,US,Nahliah Post,F,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Accounts Center""},{""level"":4,""id"":""Building Administration""},{""level"":5,""id"":""Building Admin. Manager""}]","[{""level"":1,""id"":""120262""},{""level"":2,""id"":""120259""}]",05JUL1993,01MAR2020,.,"$58,056 "
120749,US,Kevin Niemann,M,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Accounts Center""},{""level"":4,""id"":""Building Administration""},{""level"":5,""id"":""Office Assistant II""}]","[{""level"":1,""id"":""120748""},{""level"":2,""id"":""120262""},{""level"":3,""id"":""120259""}]",20SEP1991,01OCT2013,.,"$31,854 "
120750,US,Connie Woods,F,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Finance""},{""level"":4,""id"":""Accounting & Budgeting""},{""level"":5,""id"":""Accountant I""}]","[{""level"":1,""id"":""120751""},{""level"":2,""id"":""120262""},{""level"":3,""id"":""120259""}]",07JUN1971,01FEB1996,31JAN2019,"$39,210 "
120751,US,Azavi0us Mea,M,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Finance""},{""level"":4,""id"":""Accounting & Budgeting""},{""level"":5,""id"":""Finance Manager""}]","[{""level"":1,""id"":""120262""},{""level"":2,""id"":""120259""}]",05APR1981,01AUG2005,.,"$69,840 "
120752,US,Pieter Slykhuis,M,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Finance""},{""level"":4,""id"":""Accounting & Budgeting""},{""level"":5,""id"":""Accountant I""}]","[{""level"":1,""id"":""120751""},{""level"":2,""id"":""120262""},{""level"":3,""id"":""120259""}]",17FEB1971,01AUG1992,30APR2020,"$36,708 "
120753,US,Ralph Ferrari,M,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Finance""},{""level"":4,""id"":""Accounting & Budgeting""},{""level"":5,""id"":""Financial Controller II""}]","[{""level"":1,""id"":""120751""},{""level"":2,""id"":""120262""},{""level"":3,""id"":""120259""}]",15JUN1993,01AUG2011,.,"$56,400 "
120754,US,John Atkins,M,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Finance""},{""level"":4,""id"":""Concession Billing""},{""level"":5,""id"":""Accountant II""}]","[{""level"":1,""id"":""120751""},{""level"":2,""id"":""120262""},{""level"":3,""id"":""120259""}]",02JUN2005,01MAY2023,.,"$41,712 "
120755,US,Elizabeth Thoits,F,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Finance""},{""level"":4,""id"":""Concession Billing""},{""level"":5,""id"":""Accountant III""}]","[{""level"":1,""id"":""120751""},{""level"":2,""id"":""120262""},{""level"":3,""id"":""120259""}]",24AUG1981,01AUG2000,.,"$43,728 "
120756,US,Wendy Asta,F,"[{""level"":1,""id"":""Shared Functions""},{""level"":2,""id"":""Accounts""},{""level"":3,""id"":""Finance""},{""level"":4,""id"":""Head Cashier""},{""level"":5,""id"":""Financial Controller III""}]","[{""level"":1,""id"":""120751""},{""level"":2,""id"":""120262""},{""level"":3,""id"":""120259""}]",20FEB1991,01JUL2013,.,"$62,754 "
